PERIOD_BEGIN_DATE,YEAR,MONTH,SECTOR_SCENARIO_CD,CONSUMER_PRICE_INDEX,PERSONAL_DISPOSABLE_INCOME_REAL_LCU,GDP_NOMINAL_LCU,GDP_REAL_LCU,RETAIL_PRICES_INDEX,SHARE_PRICE_INDEX,UNEMP_RATE
01-09-2021,2021,9,2,101.73,15934.67,31726.33,29921.23,101.98,3631.36,3.35
01-09-2021,2021,9,3,101.73,15923.87,31424.93,29645.1,101.97,3534.79,3.48
01-09-2021,2021,9,4,101.83,15913.2,31505.07,29673.97,102.06,3548.92,3.46
01-09-2021,2021,9,5,102.16,15875.2,31722.73,29865.5,102.36,3407.8,3.36
01-10-2021,2021,10,1,102.19,15980.1,32861.2,30878.5,102.5,3585.67,3.35
01-10-2021,2021,10,2,102.2,15979.4,32851.1,30894.3,102.51,3673.75,3.34
01-10-2021,2021,10,3,102.19,15963.2,32399,30480.1,102.5,3528.9,3.53
01-10-2021,2021,10,4,102.34,15947.2,32519.2,30523.4,102.63,3550.1,3.51
01-10-2021,2021,10,5,102.84,15890.2,32845.7,30810.7,103.09,3338.42,3.35
01-11-2021,2021,11,1,102.76,16020.83,31105.77,29299.1,102.57,3599.07,3.34
01-11-2021,2021,11,2,102.8,16018.03,31109.93,29331.8,102.61,3703.19,3.32
01-11-2021,2021,11,3,102.72,16000.03,30655.33,28912.33,102.54,3521.34,3.56
01-11-2021,2021,11,4,102.9,15978.6,30737.13,28905.63,102.7,3539.78,3.56
01-11-2021,2021,11,5,103.49,15912.93,31071.83,29199.4,103.24,3310.37,3.34
01-12-2021,2021,12,1,103.32,16061.57,29350.33,27719.7,102.65,3612.48,3.32
01-12-2021,2021,12,2,103.4,16056.67,29368.77,27769.3,102.72,3732.64,3.3
01-12-2021,2021,12,3,103.25,16036.87,28911.67,27344.57,102.59,3513.77,3.58
01-12-2021,2021,12,4,103.45,16010,28955.07,27287.87,102.77,3529.47,3.6
01-12-2021,2021,12,5,104.14,15935.67,29297.97,27588.1,103.4,3282.33,3.32
01-01-2022,2022,1,1,103.89,16102.3,27594.9,26140.3,102.72,3625.88,3.31
01-01-2022,2022,1,2,104,16095.3,27627.6,26206.8,102.82,3762.08,3.28
01-01-2022,2022,1,3,103.78,16073.7,27168,25776.8,102.63,3506.21,3.61
01-01-2022,2022,1,4,104.01,16041.4,27173,25670.1,102.84,3519.15,3.65
01-01-2022,2022,1,5,104.79,15958.4,27524.1,25976.8,103.55,3254.28,3.31
01-02-2022,2022,2,1,103.64,16173.9,28538.9,26868.23,103.43,3632.6,3.3
01-02-2022,2022,2,2,103.79,16165.7,28591.17,26961.2,103.56,3789.01,3.25
01-02-2022,2022,2,3,103.48,16145.47,28119.47,26520.1,103.28,3501.71,3.62
01-02-2022,2022,2,4,103.72,16109.7,28131.2,26396.13,103.5,3503.38,3.68
01-02-2022,2022,2,5,104.61,16012.87,28458.3,26674.5,104.32,3257.09,3.34
01-03-2022,2022,3,1,103.4,16245.5,29482.9,27596.17,104.13,3639.32,3.29
01-03-2022,2022,3,2,103.59,16236.1,29554.73,27715.6,104.31,3815.94,3.22
01-03-2022,2022,3,3,103.18,16217.23,29070.93,27263.4,103.94,3497.21,3.64
01-03-2022,2022,3,4,103.43,16178,29089.4,27122.17,104.16,3487.61,3.7
01-03-2022,2022,3,5,104.42,16067.33,29392.5,27372.2,105.08,3259.89,3.37
01-04-2022,2022,4,1,103.15,16317.1,30426.9,28324.1,104.84,3646.04,3.28
01-04-2022,2022,4,2,103.38,16306.5,30518.3,28470,105.05,3842.87,3.19
01-04-2022,2022,4,3,102.88,16289,30022.4,28006.7,104.59,3492.71,3.65
01-04-2022,2022,4,4,103.14,16246.3,30047.6,27848.2,104.82,3471.84,3.73
01-04-2022,2022,4,5,104.24,16121.8,30326.7,28069.9,105.85,3262.7,3.4
01-05-2022,2022,5,1,103.33,16420.63,30788.2,28772.6,104.5,3648.99,3.27
01-05-2022,2022,5,2,103.6,16410.13,30903.93,28937.57,104.74,3859.75,3.16
01-05-2022,2022,5,3,103.01,16398.4,30404.13,28482.03,104.2,3490.37,3.62
01-05-2022,2022,5,4,103.25,16355.5,30423,28317.2,104.41,3457.83,3.71
01-05-2022,2022,5,5,104.48,16206.07,30671.27,28484.97,105.54,3267.9,3.43
01-06-2022,2022,6,1,103.52,16524.17,31149.5,29221.1,104.15,3651.95,3.25
01-06-2022,2022,6,2,103.82,16513.77,31289.57,29405.13,104.44,3876.64,3.13
01-06-2022,2022,6,3,103.15,16507.8,30785.87,28957.37,103.81,3488.02,3.58
01-06-2022,2022,6,4,103.35,16464.7,30798.4,28786.2,104,3443.82,3.68
01-06-2022,2022,6,5,104.71,16290.33,31015.83,28900.03,105.23,3273.11,3.47
01-07-2022,2022,7,1,103.7,16627.7,31510.8,29669.6,103.81,3654.9,3.24
01-07-2022,2022,7,2,104.04,16617.4,31675.2,29872.7,104.13,3893.52,3.1
01-07-2022,2022,7,3,103.28,16617.2,31167.6,29432.7,103.42,3485.68,3.55
01-07-2022,2022,7,4,103.46,16573.9,31173.8,29255.2,103.59,3429.81,3.66
01-07-2022,2022,7,5,104.95,16374.6,31360.4,29315.1,104.92,3278.31,3.5
01-08-2022,2022,8,1,104.14,16664.67,32559.17,30591.53,104.32,3657.84,3.23
01-08-2022,2022,8,2,104.5,16658.63,32757.07,30811.93,104.65,3908.53,3.07
01-08-2022,2022,8,3,103.69,16659.73,32213.57,30360.93,103.9,3489.14,3.51
01-08-2022,2022,8,4,103.83,16619.73,32226.1,30206.77,104.03,3427.32,3.6
01-08-2022,2022,8,5,105.62,16368.47,32404.2,30184.6,105.62,3284.64,3.54
01-09-2022,2022,9,1,104.57,16701.63,33607.53,31513.47,104.82,3660.79,3.21
01-09-2022,2022,9,2,104.95,16699.87,33838.93,31751.17,105.17,3923.54,3.04
01-09-2022,2022,9,3,104.1,16702.27,33259.53,31289.17,104.39,3492.61,3.47
01-09-2022,2022,9,4,104.2,16665.57,33278.4,31158.33,104.47,3424.84,3.55
01-09-2022,2022,9,5,106.28,16362.33,33448,31054.1,106.32,3290.98,3.57
01-10-2022,2022,10,1,105.01,16738.6,34655.9,32435.4,105.33,3663.73,3.2
01-10-2022,2022,10,2,105.41,16741.1,34920.8,32690.4,105.69,3938.55,3.01
01-10-2022,2022,10,3,104.51,16744.8,34305.5,32217.4,104.87,3496.07,3.43
01-10-2022,2022,10,4,104.57,16711.4,34330.7,32109.9,104.91,3422.35,3.49
01-10-2022,2022,10,5,106.95,16356.2,34491.8,31923.6,107.02,3297.31,3.61
01-11-2022,2022,11,1,105.56,16798.6,32889.13,30815.27,105.38,3666.87,3.2
01-11-2022,2022,11,2,105.98,16803.07,33156.8,31062.53,105.75,3947.51,3
01-11-2022,2022,11,3,105.04,16807.1,32558.13,30610.83,104.9,3504.63,3.41
01-11-2022,2022,11,4,105.07,16778.07,32579,30523.8,104.92,3433.31,3.45
01-11-2022,2022,11,5,107.57,16391.77,32714.77,30289.1,107.11,3303.67,3.65
01-12-2022,2022,12,1,106.11,16858.6,31122.37,29195.13,105.42,3670,3.19
01-12-2022,2022,12,2,106.56,16865.03,31392.8,29434.67,105.81,3956.46,2.98
01-12-2022,2022,12,3,105.56,16869.4,30810.77,29004.27,104.94,3513.2,3.39
01-12-2022,2022,12,4,105.58,16844.73,30827.3,28937.7,104.92,3444.27,3.41
01-12-2022,2022,12,5,108.18,16427.33,30937.73,28654.6,107.21,3310.04,3.69
01-01-2023,2023,1,1,106.66,16918.6,29355.6,27575,105.47,3673.14,3.19
01-01-2023,2023,1,2,107.13,16927,29628.8,27806.8,105.87,3965.42,2.97
01-01-2023,2023,1,3,106.09,16931.7,29063.4,27397.7,104.97,3521.76,3.37
01-01-2023,2023,1,4,106.08,16911.4,29075.6,27351.6,104.93,3455.23,3.37
01-01-2023,2023,1,5,108.8,16462.9,29160.7,27020.1,107.3,3316.4,3.73
01-02-2023,2023,2,1,106.39,17005.37,30417.93,28327.63,106.17,3676.69,3.18
01-02-2023,2023,2,2,106.9,17014.83,30720.43,28568.27,106.61,3965.35,2.96
01-02-2023,2023,2,3,105.79,17023.57,30112.77,28152.63,105.64,3530.45,3.36
01-02-2023,2023,2,4,105.75,17007,30112.63,28112.77,105.58,3464.07,3.34
01-02-2023,2023,2,5,108.56,16529.03,30199.93,27746.87,108.03,3323.06,3.78
01-03-2023,2023,3,1,106.11,17092.13,31480.27,29080.27,106.87,3680.24,3.18
01-03-2023,2023,3,2,106.66,17102.67,31812.07,29329.73,107.34,3965.28,2.96
01-03-2023,2023,3,3,105.48,17115.43,31162.13,28907.57,106.32,3539.14,3.35
01-03-2023,2023,3,4,105.42,17102.6,31149.67,28873.93,106.23,3472.92,3.3
01-03-2023,2023,3,5,108.31,16595.17,31239.17,28473.63,108.76,3329.73,3.83
01-04-2023,2023,4,1,105.84,17178.9,32542.6,29832.9,107.57,3683.79,3.17
01-04-2023,2023,4,2,106.43,17190.5,32903.7,30091.2,108.08,3965.21,2.95
01-04-2023,2023,4,3,105.18,17207.3,32211.5,29662.5,106.99,3547.83,3.34
01-04-2023,2023,4,4,105.09,17198.2,32186.7,29635.1,106.88,3481.76,3.27
01-04-2023,2023,4,5,108.07,16661.3,32278.4,29200.4,109.49,3336.39,3.88
01-05-2023,2023,5,1,106.01,17295.03,33032.17,30350.77,107.2,3688.69,3.17
01-05-2023,2023,5,2,106.62,17306.2,33420.67,30617.03,107.73,3966.48,2.94
01-05-2023,2023,5,3,105.34,17326.53,32699.77,30183.8,106.63,3557.31,3.33
01-05-2023,2023,5,4,105.26,17316.2,32646.83,30149.83,106.52,3490.23,3.25
01-05-2023,2023,5,5,108.25,16764.3,32740.87,29688.87,109.1,3344.79,3.89
01-06-2023,2023,6,1,106.18,17411.17,33521.73,30868.63,106.84,3693.6,3.16
01-06-2023,2023,6,2,106.81,17421.9,33937.63,31142.87,107.37,3967.74,2.94
01-06-2023,2023,6,3,105.51,17445.77,33188.03,30705.1,106.26,3566.79,3.32
01-06-2023,2023,6,4,105.44,17434.2,33106.97,30664.57,106.17,3498.7,3.23
01-06-2023,2023,6,5,108.43,16867.3,33203.33,30177.33,108.71,3353.18,3.91
01-07-2023,2023,7,1,106.35,17527.3,34011.3,31386.5,106.47,3698.5,3.16
01-07-2023,2023,7,2,107,17537.6,34454.6,31668.7,107.02,3969.01,2.93
01-07-2023,2023,7,3,105.67,17565,33676.3,31226.4,105.9,3576.27,3.31
01-07-2023,2023,7,4,105.61,17552.2,33567.1,31179.3,105.81,3507.17,3.21
01-07-2023,2023,7,5,108.61,16970.3,33665.8,30665.8,108.32,3361.58,3.92
01-08-2023,2023,8,1,106.79,17567.9,35085.07,32285.3,106.97,3705.39,3.16
01-08-2023,2023,8,2,107.45,17581.73,35563.17,32582.6,107.53,3972.36,2.92
01-08-2023,2023,8,3,106.11,17607,34748.57,32126.73,106.41,3587.31,3.3
01-08-2023,2023,8,4,106.07,17588.33,34613.9,32067.4,106.35,3516.02,3.2
01-08-2023,2023,8,5,109.26,16975.9,34725.77,31510.57,109,3371.5,3.92
01-09-2023,2023,9,1,107.22,17608.5,36158.83,33184.1,107.48,3712.27,3.15
01-09-2023,2023,9,2,107.9,17625.87,36671.73,33496.5,108.05,3975.71,2.92
01-09-2023,2023,9,3,106.54,17649,35820.83,33027.07,106.92,3598.35,3.28
01-09-2023,2023,9,4,106.53,17624.47,35660.7,32955.5,106.89,3524.87,3.2
01-09-2023,2023,9,5,109.91,16981.5,35785.73,32355.33,109.69,3381.41,3.92
01-10-2023,2023,10,1,107.66,17649.1,37232.6,34082.9,107.98,3719.16,3.15
01-10-2023,2023,10,2,108.35,17670,37780.3,34410.4,108.56,3979.06,2.91
01-10-2023,2023,10,3,106.98,17691,36893.1,33927.4,107.43,3609.39,3.27
01-10-2023,2023,10,4,106.99,17660.6,36707.5,33843.6,107.43,3533.72,3.19
01-10-2023,2023,10,5,110.56,16987.1,36845.7,33200.1,110.37,3391.33,3.92
